author,comment
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @gwonhyeongkang5587
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">예전에 이 영상 댓글에 히말라야 산맥 등산을 하다 목표지점에 도착한 후 이 노래를 아침에 떠오르는 해를 보며 들었다는 댓글이 있었는데 그 댓글 본 후로 내 인생 목표 중 하나가 히말라야 올라가서 뜨는 해를 보면 이 노래를 듣는게 되었지.... ㅎㅎ 그 댓글이 문득 생각 나서 적어봅니다.</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-kf7pk9hg5q
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">분명히 쫓겨난 왕이 죽는 내용인데 새로운 왕이 행진하는것  같은 노래</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @Jewaji9
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">내 고3시절 야자하기전 귀를 황홀하게 만들었던..</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">잊지못하는 그 순간</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-wt2wz3uo7b
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">노래가사가 먼내용인지 모르게 지만 신나서 좋네 ㅋ</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @mytrue8763
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">good song</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @geumhyangok8107
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">한국에서의 떼창의 웅장함이 느껴지진않네....</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @aaaaaaaaasssee
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">""가슴이 웅장해진다"" 라는 단어는 이럴때 쓰는거다ㅋㅋ</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @ksvw
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이 곡은 진짜 다른 건 끊어도 이거만큼은 못 끊겠다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-cz8tw8zm4g
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">대한민국 16강 기념 ㅊㅋ기념으로 들으러 왔습니다...^^대한민국 축구 홧팅!!</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-cj3dk4bp6n
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">1시간 올려주세요</span><img alt=""🔥"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f525.png""/><img alt=""🔥"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f525.png""/></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @zu292
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이게 바로 21세기 버전 위아더웧드지~</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-ym2lr1nm5s
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">오늘 부터 연애 시작했습니다 </span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">심장에 예루살렘 종소리와 로마 기병대 합창의 전율이 느껴 집니다</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-kc5yb1el2w
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">노래에 다 있다는 하이라이트 부분이 어떤 부분인지는 모르겠지만</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">내 귀에는 모드 부분이 하이라이트다</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @haedup
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">전문가들이 코로나 이전의 삶으로 되돌아갈 수 없다던데 </span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">다시는 이런 공연을 못 보게 될 수도 있다는 건가</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">그건 너무 슬픈데ㅠ</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @Stevan-ll9fr
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">콜드플레이.노래좋네여.내가 원하는 노래네요~^^</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-lb3bq8uk6p
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">잘듣고갑니다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @gmh5817
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=Ek9LHfsDfL4"" spellcheck=""false"">https://youtu.be/Ek9LHfsDfL4</a><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">원본 영상 자체는 내한 공연 당시에 찍은것 같네요 굿굿</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @nox8278
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이 노래 근데 한국에서 유독 인기가 많네 우리나라 사람들만 봤을 텐데도 조회수 2400만이 넘는 거 보면</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @MungTaengYi
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이 정도면 이세계에서 왕이었다가 돌아온거 아님?</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-sb8gw9wz1y
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">저걸 영화로 만들면 조질듯</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @Jm-rr4xk
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">공부하기싫을때마다 보러옴</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-fc7cq9xv9f
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">아 ㅋㅋ 알고리즘덕분에 오랜만에 추억 좀 생각나네</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-cp4mk8br5l
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">마지막 개지리네 ㅋㅋㅋㅋㅋ</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @saymiya25
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">조동사 used to 를 설명하기  좋은 가장 멋진 팝</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @imsocute5555
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">그렇게 그 열기를 몰고서 떡상했다고 한다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @kwonhyuk87
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=HosW0gulISQ&amp;t=193s"" spellcheck=""false"">3:13</a><span class=""style-scope yt-formatted-string"" dir=""auto""> 가수입장에서 어느정도의 전율이 느껴질까</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-uh9dz6rh2f
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">북치는분 대단;;</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-co7vg7to2i
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">제주 탑동골목 2021년 10월 5일</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">오후 </span><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=HosW0gulISQ&amp;t=557s"" spellcheck=""false"">9:17</a><span class=""style-scope yt-formatted-string"" dir=""auto""> 손님 신청곡   </span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto""> </span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">현재 탑동골목에서 손님이 신청한 노래입니다:) </span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto""> 좋은 영상 감사드립니다</span><img alt=""♥"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2665.png""/></yt-formatted-string>"
